,Method of Operation,Premise Name,Premise Address,Premise City
5774,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,BANCONE LLC,34 WHITE STREET,NEW YORK
5790,"KARAOKE BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",VINTAGE 32 INC,34 W 32ND ST,NEW YORK
5795,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,THESSABUL LLC,250 PARK AVE S,NEW YORK
5801,TAVERN SERVING BEER CIDER WINE AND LIQUOR,LEWEK CORP,281 W 12TH STREET,NEW YORK
5808,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,LE SE AMSTERDAM 732 REST INC,732 AMSTERDAM AVENUE,NEW YORK
5809,TAVERN SERVING BEER CIDER AND WINE ,SFK FOODS CORP,FLATIRON PUBLIC PLAZA SOUTH,NEW YORK
5811,"BAR/TAVERN SERVING BEER, WINE, LIQUOR & CIDER",RAINBOW STARSHIP LLC,100A 7TH AVE S,NEW YORK
5815,"TAVERN SERVING BEER WINE, CIDER AND LIQUOR","VILLAGE ACADEMY BAR INC,THE",115 CHRISTOPHER STREET,NEW YORK
5832,TAVERN SERVING LIQUOR WINE CIDER AND BEER,7 JUST ONE CORP,1452 2ND AVENUE,NEW YORK
5833,BAR/TAVERN SERVING LIQUOR BEER CIDER AND WINE,SEAPORT HEIGHTS LLC,161 FRONT ST,NEW YORK
5842,"BAR/TAVERN/CONCERT VENUE SERVING LIQUOR, WINE, BEER AND CIDER     ",DLS EVENTS LLC,127 129 E 23RD ST,NEW YORK
5843,TAVERN SERVING BEER CIDER AND WINE,ANOTHEROOM INC,249 W BROADWAY,NEW YORK
5844,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,JASPER HOSPITALITY LLC,1664 1ST AVE,NEW YORK
5847,TAVERN SERVING BEER WINE CIDER AND LIQUOR,UPSTAIRS DOWNSTAIRS OF NY INC,234 E 58TH ST,NEW YORK
5851,TAVERN SERVING BEER WINE AND CIDER,NADICO HOTEL LLC & BRIDGETON HOTEL MANAGEMENT,163 ORCHARD ST,NEW YORK
5868,TAVERN RESTAURANT SERVING BEER WINE CIDER & LIQUOR,MACDOUGAL REST INC,109 MACDOUGAL ST,NEW YORK
5879,TAVERN SERVING BEER CIDER WINE AND LIQUOR,JACKA 91ST STREET INC,301 E 91ST ST,NEW YORK
5880,TAVERN SERVING BEER CIDER WINE AND LIQUOR,EAST THIRD RESTAURANT CORP ,29 E 3RD ST STORE 2,NEW YORK
5882,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,AUTOMATIC SLIMS INC,131 BANK STREET,NEW YORK
5905,TAVERN SERVING BEER CIDER WINE AND LIQUOR,PEREGRINE ENTERPRISES INC,50 W 33RD ST 1ST MEZZ & 2ND FL,NEW YORK
5911,"BAR/TAVERN SERVING LIQUOR, BEER, WINE & CIDER",W J ENTERPRISE INC,8 W 28TH ST,NEW YORK
5921,"TAVERN SERVING WINE, BEER AND CIDER",246 PIZZA LLC,21 WEST END AVE,NEW YORK
5928,BAR/TAVERN SERVING BEER WINE AND LIQUOR,CORNELL UNIV & GALAXY REST'S CATERING GROUP LP,2 W LOOP RD,NEW YORK
5946,"BAR/TAVERN SELLING LIQUOR, WINE, BEER AND CIDER",DA CAPO CORP,322 COLUMBUS AVE,NEW YORK
5951,TAVERN SERVING LIQUOR CIDER WINE AND BEER,TAP A KEG NEW YORK INC,2731 BROADWAY,NEW YORK
5955,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",SPLIT EIGHTS LLC,40 EXCHANGE PL,NEW YORK
5970,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER     ",OPERATION CRAFT I LLC,983 1ST AVE ,NEW YORK
5972,TAVERN SERVING LIQUOR WINE CIDER AND BEER,LAGGAN REST INC,977 SECOND AVENUE,NEW YORK
5973,TAVERN SERVING BEER CIDER AND WINE,VIEJO GROUP LLC,127 MACDOUGAL STREET,NEW YORK
5974,"BAR/TAVERN SERVING BEER, WINE, CIDER AND LIQUOR","ALL AMERICAN BAR ON FIRST AVENUE INC, THE",1471 1ST AVE,NEW YORK
5987,"TAVERN SERVING LIQUOR WINE, CIDER AND BEER",HAVANA CENTRAL NY 2 LLC,151 153 W 46TH ST,NEW YORK
6004,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",1259 PARK LLC,1259 PARK AVE NORTH STORE,NEW YORK
6008,TAVERN SERVING BEER CIDER WINE AND LIQUOR,FORTY EIGHT LOUNGE LLC,131 W 48TH ST AKA 1221 6TH AVE,NEW YORK
6021,TAVERN SERVING BEER CIDER WINE AND LIQUOR,SANDBAR CONCESSION INC,208 W 41ST ST,NEW YORK
6028,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,DBW RESTAURANT ASSOCIATES LLC,206 AVE A,NEW YORK
6042,TAVERN SERVING BEER WINE CIDER AND LIQUOR,BILLIARD BALLS MANAGEMENT LLC,54 W 21ST STREET,NEW YORK
6044,TAVERN  SERVING BEER CIDER WINE AND LIQUOR,BOGGY DEPOT INC,85 AVENUE A,NEW YORK
6065,LOUNGE/BAR/TAVERN SERVING BEER WINE CIDER AND LIQUOR,RISE BAR NYC LLC,859 9TH AVE,NEW YORK
6073,WINE BAR SERVING BEER CIDER AND WINE,ANTLER DISPENSARY INC,123 ALLEN ST,NEW YORK
6075,TAVERN SERVING LIQUOR WINE CIDER AND BEER,JUJAMCYN THTRS LLC & SWEET HOSPITALITY GRP AS MGR,230 W 49TH ST,NEW YORK
6079,TAVERN SERVING BEER CIDER WINE AND LIQUOR,SWEET HOSPITALITY GROUP,229 W 53RD ST,NEW YORK
6080,"TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",STAND UP 236 LLC,236 W 78TH ST,NEW YORK
6089,TAVERN SERVING LIQUOR WINE CIDER & BEER,77 BAR & INTERNET CAFE LLC,"77 WEST HOUSTON STREET, 2ND FL",NEW YORK
6094,TAVERN SERVING BEER CIDER WINE AND LIQUOR,MULBERRY STREET BAR LLC,176 1/2 MULBERRY ST,NEW YORK
6097,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",BARCADE DOWNTOWN LLC,6 SAINT MARKS PL,NEW YORK
6100,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,CAMILLE PRODUCTIONS LLC,110 RIVINGTON STREET,NEW YORK
6108,TAVERN SERVING BEER CIDER & WINE ONLY ,2580 BROADWAY INC,2580 BROADWAY,NEW YORK
6112,TAVERN SERVING LIQUOR WINE CIDER AND BEER,ROSS KELLY INC,237 E 5TH ST,NEW YORK
6114,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,STANDINGS SPORTS BAR LLC,43 E 7TH STREET,NEW YORK
6119,"BAT/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER     ",ST DYMPHNAS LLC,117 AVENUE A,NEW YORK
6125,"TAVERN  SERVING LIQUOR, WINE, BEER AND CIDER",LUXOR LOUNGE INC,118 MACDOUGAL STREET,NEW YORK
6129,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER  ",ATHERAS LLC,2292 FREDERICK DOUGLASS BLVD,NEW YORK
6136,TAVERN SERVING LIQUOR WINE CIDER AND BEER,BARCELONA GROUP LLC,923 8TH AVE,NEW YORK
6142,TAVERN SERVING BEER CIDER WINE AND LIQUOR,W C O U RADIO INC,115 1ST AVENUE,NEW YORK
6143,CAFE AND WINE BAR SERVING BEER CIDER AND WINE,CHOCOLATE CAKE WEST LLC,2058 BROADWAY,NEW YORK
6145,BAR/TAVERN SERVING BEER WINE AND LIQUOR CIDER,BAR 9 ENTERTAINMENT CORP,807 9TH AVE,NEW YORK
6146,TAVERN SERVING WINE CIDER AND BEER,COURTYARD MANAGEMENT CORP AND 960 ASSOCIATES LLC,960 SIXTH AVENUE,NEW YORK
6154,TAVERN SERVING BEER CIDER WINE AND LIQUOR,THE STONEWALL INN LLC,53 CHRISTOPHER STREET,NEW YORK
6163,TAVERN/PIZZERIA SERVING WINE BEER AND CIDER ,AAA PIZZA CORP,"11 PARK PL, STORE A",NEW YORK
6173,"BAR/TAVERN SERVING BEER, WINE AND CIDER      ",CLINTON CRAFT LLC,41 43 E 7TH ST  ,NEW YORK
6177,BAR/TAVERN LIQUOR BEER WINE AND CIDER,HUZZAH LLC,221 2ND AVE,NEW YORK
6179,TAVERN RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,ST JAMES ASSOCS A LTD PRTNRSHP ,201 07 E 49TH AKA 797 3RD AVE,NEW YORK
6189,TAVERN SERVING BEER CIDER WINE AND LIQUOR,G CUBED CORP,369 W 46TH ST,NEW YORK
6190,"BAR/TAVERN SERVING BEER, WINE, CIDER AND LIQUOR",XOXO NYC CORP,336 WEST 46TH ST,NEW YORK
6198,BAR/TAVERN SERVING BEER WINE CIDER OR LIQUOR,WEST 27TH STREET CAFE LLC,49 W 27TH ST,NEW YORK
6204,BAR/TAVERN SERVING WINE BEER AND CIDER,SNACKBOX NYC LLC,BROADWAY BETWEEN 46TH&47TH ST,NEW YORK
6207,TAVERN/CAFE SERVING WINE CIDER AND BEER,EVERYMAN ESPRESSO LLC,136 E 13TH ST,NEW YORK
6213,BAR/TAVERN: ON PREMISE LIQUOR & CIDER,VINTRY LLC,57 STONE STREET,NEW YORK
6219,TAVERN SERVING BEER CIDER WINE AND LIQUOR,300 EAST 89TH ST REST CORP,300 E 89TH ST,NEW YORK
6254,"BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",CITRINE LOUNGE LLC,676 6TH AVE AKA 59 W 21ST ST,NEW YORK
6263,"TAVERN SERVING LIQUOR, WINE AND BEER",PIECES BAR LLC,8 CHRISTOPHER ST,NEW YORK
6270,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,BELCANTATA REST INC,922 3RD AVENUE,NEW YORK
6298,TAVERN SERVING LIQUOR WINE CIDER AND BEER,GREAT PERFORMANCES/ARTISTS AS WAITRESSES INC,651 FULTON STREET,BROOKLYN
6303,TAVERN SERVING BEER CIDER WINE & LIQUOR,SAFF INC,249 ELDRIDGE STREET,NEW YORK
6311,TAVERN RESTAUARANT SERVING LIQUOR WINE CIDER AND BEER,MCGEES BAR & GRILL INC,240 W 55TH STREET,NEW YORK
6321,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",YATENGA LLC,2280 ADAM CLAYTON POWELL JR BL,NEW YORK
6330,TAVERN SERVING WINE CIDER & BEER,ESO GROUP INC,155 E 52ND ST,NEW YORK
6331,TAVERN SERVING WINE CIDER AND BEER,PUSHCART COFFEE CHELSEA LLC,401 W 25TH ST,NEW YORK
6339,BAR TAVERN SERVING LIQUOR WINE CIDER AND BEER,129 LEXINGTON REST CORP,129 LEXINGTON AVE,NEW YORK
6341,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",PRYM 1216 BASEMENT LLC,1214 1216 BROADWAY,NEW YORK 
6354,TAVERN SERVING BEER CIDER AND WINE,FELDOR BILLIARDS INC,75 CHRISTOPHER STREET,NEW YORK
6357,"BAR/TAVERN SERVING BEER, WINE, CIDER AND LIQUOR",LAMBDANY INC,2256 7TH AVE,NEW YORK
6363,TAVERN SERVING BEER CIDER WINE AND LIQUOR,KELTIC LOUNGE INC,132 LUDLOW ST,NEW YORK
6376,"BAR/TAVERN: SERVING BEER, CIDER, WINE AND LIQUOR ",BIGTOM INC,17 JOHN ST,NEW YORK
6378,TAVERN SERVIVG BEER AND WINE,THTG INC,88 ESSEX ST,NEW YORK
6379,TAVERN SERVING BEER CIDER WINE AND LIQUOR,442 AMSTERDAM RESTAURANT CORP,442 AMSTERDAM AVENUE,NEW YORK
6381,TAVERN SERVING BEER CIDER WINE AND LIQUOR,ELMHURST 3 INC,46 BEDFORD ST,NEW YORK
6382,TAVERN SERVING LIQUOR WINE CIDER AND BEER,664 66 ENTERPRISES LLC,664 66 W 125TH STREET,NEW YORK
6392,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,FACOSULL CORP,165 W 4TH ST,NEW YORK
6395,"TAVERN SERVING WINE, BEER AND CIDER     ",MAYANOKI LLC,620 E 6TH ST ,NEW YORK
6403,CLUB RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,METROPOLITAN OPERA CLUB,LINCOLN CENTER PLAZA,NEW YORK
6405,"BAR/TAVERN SERVING LIQUOR, WINE CIDER AND BEER",EE BAR LLC,511 AMSTERDAM AVE,NEW YORK
6437,TAVERN SERVING BEER WINE CIDER AND LIQUOR,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,1634 BROADWAY,NEW YORK
6445,VESSEL TAVERN SERVING BEER & CIDER,"EAT-A-BAGEL FERRY, LLC","JOHN F KENNEDY, BATTERY MARITI",NEW YORK
6476,TAVERN SERVING BEER AND CIDER ,EAST 39 REST INC,200 E 39TH ST ,NEW YORK
6491,TAVERN SERVING BEER CIDER WINE AND LIQUOR,SPRING LOUNGE LLC,209 MULBERRY ST,NEW YORK
6543,TAVERN SERVING LIQUOR WINE CIDER AND BEER,MANHATTAN MONSTER INC,80 GROVE STREET,NEW YORK
6545,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,"JOSEPH & LARRY CORPORATION,THE",2867 BROADWAY,NEW YORK
6547,"BAR/TAVERN SERVING LIQUOR, WINE, CIDER, AND BEER",FERRO'S RESTAURANT  LLC,145 E 50TH STREET-ROOF,NEW YORK
6600,BAR/TAVERN (KARAOKE) SERVING LIQUOR WINE BEER AND CIDER,MUSES 35 BAR & KARAOKE INC,248 W 35TH ST,NEW YORK
6625,BAR/TAVERN SERVING BEER WINE CIDER AND LIQUOR,ANDREW OWEN LLC,575 2ND AVE,NEW YORK
6626,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",TRIBECA BAKERY LLC,452 WASHINGTON ST,NEW YORK
6633,TAVERN SERVING LIQUOR WINE CIDER AND BEER,363 WEST 46TH STREET TAVERN INC,363 W 46TH ST,NEW YORK
6634,"TAVERN SERVING WINE, BEER AND CIDER",MANSIN & MISCHA CORP,172 RIVINGTON ST,NEW YORK
6638,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,LEITRIM PUB INC,351 W 57TH STREET,NEW YORK
6681,VESSEL TAVERN SERVING BEER & CIDER,"EAT-A-BAGEL FERRY, LLC",AMERICAN LEGION. BATTERY MARIT,NEW YORK
6683,BAR/TAVERN SERVING LIQUOR WINE CIDER & BEER,STRIP HOUSE RESTAURANT NY LLC,11 E 12TH ST ,NEW YORK
6684,BAR/TAVERN SERVING WINE CIDER AND BEER,OAXACA GREENWICH LLC,48 GREENWICH AVE,NEW YORK
6686,"BAR/TAVERN SERVING BEER, WINE, CIDER & LIQUOR",BEER AUTHORITY INC ,613 8TH AVE,NEW YORK
6695,"BAR/TAVERN SERVING BEER, CIDER, WINE, & LIQUOR",DUTCH FREDS INC,307 W 47TH ST,NEW YORK
6719,TAVERN SERVING BEER WINE CIDER AND LIQUOR,574 9TH AVE REST CORP,574 9TH AVE,NEW YORK
6725,TAVERN SERVING BEER WINE CIDER AND LIQUOR,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,249 W 45TH STREET,NEW YORK
6728,TAVERN RESTAURANT SERVING LIQUOR WINE BEER & CIDER,RAVE RESTAURANT INC,232 WEST 48TH ST,NEW YORK
6734,"BAR / TAVERN SERVING BEER, WINE, CIDER, AND LIQUOR",COVE LOUNGE INC,325B LENOX AVE,NEW YORK
6742,TAVERN SERVING BEER WINE CIDER AND LIQUOR,WISHBONE PRODUCTIONS INC,141 AVENUE A,NEW YORK
6757,VESSEL TAVERN SERVING BEER & CIDER,"EAT-A-BAGEL FERRY, LLC","S I NEWHOUSE, BATTERY MARITIME",NEW YORK
6797,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,FITZGERALD EDIBLES INC,906 7TH AVE,NEW YORK
6798,TAVERN WINE BAR SERVING WINE CIDER AND BEER,YOURE ALMOST THERE INC,211 E 4TH ST,NEW YORK
6801,"BAR/TAVERN SERVING BEER, WINE, CIDER AND LIQUOR",MFM BRANDY LLC,157 ALLEN ST,NEW YORK
6804,TAVERN SERVING BEER WINE CIDER AND LIQUOR,P G T REST CORP,304 BOWERY,NEW YORK
6814,TAVERN RESTAURANT SERVING LIQUOR WINE BEER & CIDER,MICHAEL G FANELLI INC,94 PRINCE STREET,NEW YORK
6827,TAVERN SERVING BEER WINE CIDER AND LIQUOR,THE ELYSABETH KLEINHANS THEATRICAL FOUNDATION INC,59 E 59TH STREET,NEW YORK
6847,TAVERN SERVING LIQUOR WINE CIDER AND BEER,TREATY MANAGEMENT INC,1074 1ST AVE ,NEW YORK
6848,TAVERN WINE BAR SERVING WINE BEER & CIDER,POCKET BAR 455 W 48TH CORP,455 W 48TH ST,NEW YORK
6866,"BAR/TAVERN SERVING BEER, WINE, CIDER, & LIQUOR",ERJO COMPANY LLC,285 MOTT ST,NEW YORK
6879,TAVERN SERVING BEER WINE CIDER AND LIQUOR,62ND & 1ST LLC,1125 1ST AVE LOWER LEVEL,NEW YORK
6884,"BAR/TAVERN SERVING LIQUOR, WINE, BEER & CIDER.",FRANCISCO & FRANCISCO INC,200 DYCKMAN ST,NEW YORK
6890,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,BIG BOWL LLC,625 8TH AVE ,NEW YORK
6943,TAVERN SERVING BEER WINE CIDER AND LIQUOR ,SWAY LOUNGE LLC,305 SPRING STREET,NEW YORK
6945,TAVERN SERVING BEER WINE CIDER AND LIQUOR,334 340 HOTEL MANAGEMENT LLC,334 340 W 40TH STREET,NEW YORK
6957,"BAR/TAVERN & KARAOKE BAR SERVING BEER, WINE, CIDER AND LIQUOR.",DOUBLE J IN NEW YORK INC,380 5TH AVE,NEW YORK
6960,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,SUGAR BAR INC,254 WEST 72ND ST,NEW YORK
6966,BAR/TAVERN SERVING BEER CIDER AND WINE,TOAST CAFE INC,968 AVENUE OF THE AMERICAS,NEW YORK
6977,CLUB RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,PENN CLUB OF NEW YORK INC,30 W 44TH ST,NEW YORK
6984,TAVERN SERVING BEER WINE AND LIQUOR,AMISH CORPORATION,320 324 E 49TH STREET,NEW YORK
6992,BAR/TAVERN SERVING BEER WINE CIDER & LIQUOR,KNICKERBOCKER SOCIAL LLC,240 W 52ND ST,NEW YORK
7022,TAVERN SERVING LIQUOR WINE CIDER AND BEER,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT ,236 W 45TH STREET,NEW YORK
7049,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,CONJER RESTAURANT CORP,15 17 BEEKMAN STREET,NEW YORK
7058,"BAR/TAVERN SERVING BEER, WINE, CIDER AND LIQUOR.","WEIR NYC INC, THE",1672 3RD AVE,NEW YORK
7061,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,BD GORHAM LLC,136 138 W 55TH ST,NEW YORK
7071,"TAVERN WINE SERVING WINE, BEER & CIDER",JRS PIZZA & BREW CORP,95 MACDOUGAL ST,NEW YORK
7072,BAR/TAVERN SERVING BEER WINE CIDER & LIQUOR ,MARRIOTT RESORTS HOSPITALITY CORPORATION,33 W 37TH ST,NEW YORK
7077,"RESTAURANT/CAFE AND JUICE BAR SERVING LIQUOR, WINE, BEER & CIDER",JUICERIE 3 LLC,581 HUDSON ST,NEW YORK
7086,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,417 70TH PUB INC,417 E 70TH STREET,NEW YORK
7096,TAVERN SERVING LIQUOR WINE CIDER AND BEER,ELGIN THEATRE FOUNDATION INC,175 8TH AVE ,NEW YORK
7103,"KARAOKE BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",K2 YH INC,34 W 32ND ST 9TH FL,NEW YORK
7106,BAR/TAVERN SERVING LIQUOR BEER CIDER AND WINE,296 SANDWICH LLC,296 BLEECKER ST,NEW YORK
7108,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,WOGIE'S INC,39 GREENWICH AVENUE,NEW YORK
7117,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR ,DMF GRAMERCY ENTERPRISES INC,129 E 18TH STREET,NEW YORK
7118,"BAR/TAVERN SERVING BEER, WINE, CIDER & LIQUOR",BIG LEE AND SASHAS INC,140 1ST AVE,NEW YORK
7120,BAR/TAVERN SERVING BEER WINE CIDER AND LIQUOR,SWAUTO LTD,25 AVENUE A,NEW YORK
7125,TAVERN SERVING LIQUOR WINE CIDER AND BEER,325 E 14TH STREET CORP,325 EAST 14TH STREET,NEW YORK
7132,TAVERN RESTAURANT SERVING LIQUOR WINE BEER & CIDER,ML REST INC,75 MAIDEN LANE,NEW YORK
7175,VESSEL TAVERN SERVING BEER & CIDER,"EAT-A-BAGEL FERRY, LLC","A J BARBERI, BATTERY MARITIME ",NEW YORK
7178,"KARAOKE BAR SERVING BEER, CIDER, WINE & LIQUOR",DA ROOM LLC,32 W 32ND ST ,NEW YORK
7190,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR ,BLUE SMOKE LLC,116 E 27TH STREET,NEW YORK
7191,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,FT SEVENTH AVE LLC,176 7TH AVENUE,NEW YORK
7201,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,CAFE 169 INC,169 E BROADWAY,NEW YORK
7204,TAVERN SERVING LIQUOR WINE CIDER AND BEER,129 EAST 15TH BAR CORP,129 E 15TH ST,NEW YORK
7215,TAVERN SERVING BEER WINE CIDER AND LIQUOR,RIVER LOUNGE INC,1442 3RD AVE,NEW YORK
7231,TAVERN SERVING WINE CIDER AND BEER,EAT MADISON LLC,922 MADISON AVE ,NEW YORK
7232,HOTEL TAVERN SERVING BEER WINE CIDER AND LIQUOR,LIBERTY INN CAFE LTD,51 10TH AVE,NEW YORK
7234,CAFE WINE BAR SERVING BEER WINE CIDER AND LIQUOR,CAFE & WINE BAR 31 INC,11 W 31ST ST,NEW YORK
7236,TAVERN SERVING LIQUOR BEER CIDER & WINE,NEW LOUNGE 4324 LLC,55 WEST 21ST STREET,NEW YORK
7301,TAVERN SERVING BEER WINE CIDER AND LIQUOR,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,235 W 44TH STREET,NEW YORK
7318,TAVERN RESTAURANT SERVING LIQUOR WINE BEER & CIDER,CDDF RESTAURANT INC,346 348 W 46TH ST,NEW YORK
7323,"BAR/TAVERN SERVING WINE, BEER & CIDER ",620 EAST 6TH STREET RESTAURANT LLC,620 E 6TH ST ,NEW YORK
7344,BAR/TAVERN SERVING WINE CIDER AND BEER,ARTS AND CRAFTS BEER PARLOR LLC ,26 W 8TH ST ,NEW YORK
7360,"BAR/TAVERN SERVING BEER, WINE AND CIDER ",TIME CAFE LLC,105 CANAL ST,NEW YORK
7376,RESTAURANT/BAR SERVING LIQUOR WINE CIDER & BEER,AMBLESIDE PARTNERS LLC,281 LAFAYETTE ST,NEW YORK
7393,TAVERN SERVING BEER WINE CIDER AND LIQUOR,219 AVENUE B MUSIC LOUNGE INC,219 AVENUE B,NEW YORK
7435,HOTEL TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,TRIBECA GRAND HOTEL INC,2 AVE OF THE AMERICAS,NEW YORK
7447,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,TREL RESTAURANT INC,800 7TH AVENUE,NEW YORK
7452,CLUB SERVING BEER WINE AND CIDER,KOREA SOCIETY INC,350 MADISON AVE ,NEW YORK
7455,"NIGHTCLUB SERVING BEER, WINE, CIDER AND LIQUOR ",MOTEL 23 LLC,161 W 23RD ST,NEW YORK
7465,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",SEINFELD SQUARED LLC,938 AMSTERDAM AVE,NEW YORK
7477,"BAR/TAVERN SERVING WINE, BEER AND CIDER",KONNECTGOLF LLC,"590 5TH AVE, 2ND FLR",NEW YORK
7483,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,J ENTERTAINMENT GROUP INC,238 E 53RD ST,NEW YORK
7487,TAVERN SERVING BEER WINE CIDER AND LIQUOR,MOONWALKERS RESTAURANT CORP,101 AVENUE A,NEW YORK
7497,TAVERN SERVING BEER CIDER WINE AND LIQUOR,"H.E.C. ENTERPRISES, INC",159 W 10TH ST,NEW YORK
7499,"BAR/TAVERN: SERVING BEER, CIDER & WINE",HEX NYC LLC,2871 BROADWAY,NEW YORK
7507,VESSEL TAVERN SERVING BEER & CIDER,"EAT-A-BAGEL FERRY, LLC","GOV H LEHMAN, BATTERY MARITIME",NEW YORK
7528,BAR/TAVERN SERVING BEER CIDER WINE AND LIQUOR,920 AVENUE TAVERN CORP,920 2ND AVE,NEW YORK
7540,TAVERN SERVING BEER WINE CIDER AND LIQUOR,MARY K MAC INC,221 DYCKMAN STREET,NEW YORK
7556,"RESTAURANT/BAR/TAVERN SERVING LIQUOR, WINE, CIDER & BEER",DTM PB CORP,343 W 46TH ST ,NEW YORK
7559,"BAR/TAVERN SERVING BEER, CIDER, WINE, LIQUOR ",OUR/NEW YORK VODKA LLC,151 W 26TH ST,NEW YORK
7567,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,MOUQUINHO ENTERPRISES INC,549 GREENWICH STREET,NEW YORK
7575,"BAR/TAVERN SERVING BEER, WINE, LIQUOR AND CIDER",LA NOXE LLC,315 SEVENTH AVE UNIT #3,NEW YORK
7620,TAVERN SERVING BEER WINE CIDER AND LIQUOR,83/AMSTERDAM RESTAURANT CORP,477 AMSTERDAM AVENUE,NEW YORK
7627,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER ,THE RUSSIAN VODKA ROOM INC,888 EIGHTH AVE,NEW YORK
7639,TAVERN SERVING BEER WINE CIDER AND LIQUOR,BENSUSAN RESTAURANT CORP,131 W 3RD STREET,NEW YORK
7650,"TAVERN W/ KITCHEN SERVING BEER, WINE, CIDER AND LIQUOR",FOOLS GOLD NYC LLC,145 E HOUSTON ST,NEW YORK
7651,TAVERN SERVING LIQUOR WINE CIDER AND BEER,CHORUS MUSIC STUDIO INC,25 W 32ND ST,NEW YORK
7656,TAVERN SERVING LIQUOR WINE CIDER AND BEER,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,243 W 47TH STREET,NEW YORK
7660,TAVERN SERVING BEER WINE CIDER AND LIQUOR,GENCO IMPORTING INC,99 AVENUE B,NEW YORK
7662,"BAR/TAVERN SERVING WINE, BEER, CIDER AND LIQUOR     ",YN WINEBAR LLC,227 MOTT ST,NEW YORK
7669,TAVERN SERVING BEER CIDER WINE AND LIQUOR,THE 55 JAZZ SPACE INC,55 CHRISTOPHER STREET,NEW YORK
7687,"BAR/TAVERN SERVING BEER, WINE, CIDER AND LIQUOR",HAKKASAN NYC LLC,311 W 43RD ST,NEW YORK
7723,TAVERN SERVING BEER WINE CIDER AND LIQUOR,BEAU MAISON CORP,86 UNIVERSITY PLACE,NEW YORK
7734,TAVERN RESTAURANT SERVING LIQUOR WINE AND BEER,BB AT 55TH & 5TH LLC,60 WEST 55TH ST,NEW YORK
7744,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,KONKAPOT ENTERTAINMENT INC,61 CHELSEA PIERS,NEW YORK
7747,"BAR / TAVERN SERVING LIQUOR, WINE, BEER & CIDER",FT 862 LLC,862 9TH AVE ,NEW YORK
